,ID,SEASON,CITY,CITY_Corrrected,TEAM1,TEAM1_MODEL,TEAM2,TEAM2_MODEL,TOSS_WINNER,TEAM1_STRENGTH,TEAM1_CUMU_STRENGTH,TEAM2_STRENGTH,TEAM2_CUMU_STRENGTH,TOSS_DECISION,RESULT,WINNER,WIN_BY_RUNS,TOSS_WINNER_MODEL,WINNER_MODEL,TOSS_DECISION_MODEL,CITY_MODEL,WIN_RATE_TEAM1,WIN_RATE_TEAM2
93,153,2009,Port Elizabeth,Port Elizabeth,MI,1,RCB,0,MI,311.61538461538464,305.83547008547015,260.5,237.60416666666663,bat,normal,MI,16,1,1,1,2,0.454545455,0.347826087
94,154,2009,Johannesburg,Johannesburg,KKR,1,DD,0,DD,223.46153846153842,274.3055278055278,302.46666666666664,286.93333333333334,field,normal,DD,0,0,0,0,2,0.333333333,0.590909091
95,155,2009,Kimberley,Kimberley,SRH,1,RR,0,SRH,313.75,267.55625,265.53846153846155,299.44102564102565,bat,normal,SRH,53,1,1,1,2,0.304347826,0.72
96,156,2009,Centurion,Centurion,KKR,1,RCB,0,RCB,223.46153846153842,274.3055278055278,260.5,237.60416666666663,field,normal,RCB,0,0,0,0,2,0.318181818,0.333333333
97,157,2009,Centurion,Centurion,KXIP,1,MI,0,KXIP,267.35714285714283,262.95238095238096,311.61538461538464,305.83547008547015,bat,normal,MI,0,1,0,1,2,0.6,0.47826087
98,158,2009,Durban,Durban,DD,1,SRH,0,SRH,302.46666666666664,286.93333333333334,313.75,267.55625,field,normal,DD,12,0,1,0,2,0.608695652,0.333333333
99,159,2009,Durban,Durban,CSK,1,RCB,0,CSK,317.7857142857143,328.4928571428572,260.5,237.60416666666663,bat,normal,RCB,0,1,0,1,2,0.6,0.36
100,160,2009,Durban,Durban,RR,1,MI,0,RR,265.53846153846155,299.44102564102565,311.61538461538464,305.83547008547015,bat,normal,RR,2,1,1,1,2,0.692307692,0.5
101,161,2009,Bloemfontein,Bloemfontein,DD,1,KXIP,0,KXIP,302.46666666666664,286.93333333333334,267.35714285714283,262.95238095238096,field,normal,KXIP,0,0,0,0,2,0.625,0.576923077
102,162,2009,Port Elizabeth,Port Elizabeth,MI,1,CSK,0,MI,311.61538461538464,305.83547008547015,317.7857142857143,328.4928571428572,bat,normal,CSK,0,1,0,1,2,0.48,0.576923077
